_id,status,userId,examId,timeSpent,results,score,numberOfCorrectAnswers,numberOfSkippedQuestions,numberOfWrongAnswers,percentage,remark,total,createdAt,updatedAt,__v
6182c15febf7424e10c4d881,pending,603fdf31a36c060015655272,617fb7e7537625528cf4f721,15,"[{""graded"":false,""_id"":{""$oid"":""6182c15febf7424e10c4d882""},""questionId"":{""$oid"":""61807f701a5eec0016682dbe""},""optionSelected"":3,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""6182c15febf7424e10c4d883""},""questionId"":{""$oid"":""61807f951a5eec0016682dc0""},""optionSelected"":3,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""6182c15febf7424e10c4d884""},""questionId"":{""$oid"":""61807f9d1a5eec0016682dc2""},""optionSelected"":3,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""6182c15febf7424e10c4d885""},""questionId"":{""$oid"":""6181455cab161872687061a7""},""optionSelected"":3,""correctOption"":3,""markWeight"":30}]",120,4,0,0,1,You were Excellent.,120,2021-11-03T17:05:35.844Z,2021-11-03T17:05:35.844Z,0
6182c177ebf7424e10c4d8da,pending,603fdf31a36c060015655272,617fb7e7537625528cf4f721,15,"[{""graded"":false,""_id"":{""$oid"":""6182c177ebf7424e10c4d8db""},""questionId"":{""$oid"":""61807f701a5eec0016682dbe""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""6182c177ebf7424e10c4d8dc""},""questionId"":{""$oid"":""61807f951a5eec0016682dc0""},""optionSelected"":2,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""6182c177ebf7424e10c4d8dd""},""questionId"":{""$oid"":""61807f9d1a5eec0016682dc2""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""6182c177ebf7424e10c4d8de""},""questionId"":{""$oid"":""6181455cab161872687061a7""},""optionSelected"":0,""correctOption"":3,""markWeight"":30}]",0,0,1,3,0,You can do better.,120,2021-11-03T17:05:59.246Z,2021-11-03T17:05:59.246Z,0
61851dd1faac5c1ba4c5e2da,pending,603fdf31a36c060015655272,618515f60640370016d8dc7d,15,"[{""graded"":false,""_id"":{""$oid"":""61851dd1faac5c1ba4c5e2db""},""questionId"":{""$oid"":""618515fb0640370016d8dc85""},""optionSelected"":1,""correctOption"":1,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""61851dd1faac5c1ba4c5e2dc""},""questionId"":{""$oid"":""6185162e0640370016d8dc88""},""optionSelected"":2,""correctOption"":1,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""61851dd1faac5c1ba4c5e2dd""},""questionId"":{""$oid"":""6185165d0640370016d8dc8b""},""optionSelected"":-1,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""61851dd1faac5c1ba4c5e2de""},""questionId"":{""$oid"":""618516710640370016d8dc8e""},""optionSelected"":0,""correctOption"":2,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""61851dd1faac5c1ba4c5e2df""},""questionId"":{""$oid"":""618516a40640370016d8dc91""},""optionSelected"":1,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""61851dd1faac5c1ba4c5e2e0""},""questionId"":{""$oid"":""618516e10640370016d8dc94""},""optionSelected"":2,""correctOption"":2,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""61851dd1faac5c1ba4c5e2e1""},""questionId"":{""$oid"":""618517190640370016d8dcb1""},""optionSelected"":1,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""61851dd1faac5c1ba4c5e2e2""},""questionId"":{""$oid"":""6185174a0640370016d8dcb4""},""optionSelected"":0,""correctOption"":3,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""61851dd1faac5c1ba4c5e2e3""},""questionId"":{""$oid"":""618517a50640370016d8dcba""},""optionSelected"":1,""correctOption"":3,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""61851dd1faac5c1ba4c5e2e4""},""questionId"":{""$oid"":""618517de0640370016d8dcce""},""optionSelected"":1,""correctOption"":3,""markWeight"":1}]",2,2,2,6,0.2,You can do better.,10,2021-11-05T12:04:33.428Z,2021-11-05T12:04:33.428Z,0
61851f1aa0e4ea3088111d7a,pending,6154838ed1e76e5ff85b8b1e,6184fd3600be005454a6fe4c,1030,"[{""graded"":false,""_id"":{""$oid"":""61851f1aa0e4ea3088111d7b""},""questionId"":{""$oid"":""6184fd3e00be005454a6fe54""},""optionSelected"":1,""markWeight"":30,""correctOption"":1},{""graded"":true,""_id"":{""$oid"":""61851f1aa0e4ea3088111d7c""},""questionId"":{""$oid"":""6184fd6f00be005454a6fe57""},""answer"":""Culture is a way of life."",""markWeight"":20,""assignedScore"":20}]",30,1,1,0,0.6,Good Result.,50,2021-11-05T12:10:02.988Z,2021-11-05T13:57:00.244Z,0
61853e02faac5c1ba4c5e485,pending,603fdf31a36c060015655272,618521e80640370016d8dde9,60,"[{""graded"":false,""_id"":{""$oid"":""61853e02faac5c1ba4c5e486""},""questionId"":{""$oid"":""618521ec0640370016d8ddf1""},""optionSelected"":-1,""markWeight"":1}]",0,0,0,1,0,You can do better.,1,2021-11-05T14:21:54.389Z,2021-11-05T14:21:54.389Z,0
61853eb6faac5c1ba4c5e4bc,pending,603fdf31a36c060015655272,61853cc4ad97d83a7846c089,15,"[{""graded"":false,""_id"":{""$oid"":""61853eb6faac5c1ba4c5e4bd""},""questionId"":{""$oid"":""61853cd2ad97d83a7846c091""},""optionSelected"":0,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""61853eb6faac5c1ba4c5e4be""},""questionId"":{""$oid"":""61853d61ad97d83a7846c094""},""optionSelected"":1,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""61853eb6faac5c1ba4c5e4bf""},""questionId"":{""$oid"":""61853dd5ad97d83a7846c097""},""optionSelected"":2,""correctOption"":2,""markWeight"":1}]",1,1,1,1,0.3333333333333333,You can do better.,3,2021-11-05T14:24:54.054Z,2021-11-05T14:24:54.054Z,0
6185417ffaac5c1ba4c5e52f,pending,603fdf31a36c060015655272,61853cc4ad97d83a7846c089,15,"[{""graded"":false,""_id"":{""$oid"":""6185417ffaac5c1ba4c5e530""},""questionId"":{""$oid"":""61853cd2ad97d83a7846c091""},""optionSelected"":1,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""6185417ffaac5c1ba4c5e531""},""questionId"":{""$oid"":""61853d61ad97d83a7846c094""},""optionSelected"":2,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""6185417ffaac5c1ba4c5e532""},""questionId"":{""$oid"":""61853dd5ad97d83a7846c097""},""optionSelected"":1,""correctOption"":2,""markWeight"":1}]",0,0,0,3,0,You can do better.,3,2021-11-05T14:36:47.475Z,2021-11-05T14:36:47.475Z,0
618aecd07f90a00016dde804,pending,603fdf31a36c060015655272,617fb7e7537625528cf4f721,15,"[{""graded"":false,""_id"":{""$oid"":""618aecd07f90a00016dde805""},""questionId"":{""$oid"":""61807f701a5eec0016682dbe""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618aecd07f90a00016dde806""},""questionId"":{""$oid"":""61807f951a5eec0016682dc0""},""optionSelected"":2,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618aecd07f90a00016dde807""},""questionId"":{""$oid"":""61807f9d1a5eec0016682dc2""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618aecd07f90a00016dde808""},""questionId"":{""$oid"":""6181455cab161872687061a7""},""optionSelected"":1,""correctOption"":3,""markWeight"":30}]",0,0,0,4,0,You can do better.,120,2021-11-09T21:49:04.853Z,2021-11-09T21:49:04.853Z,0
618aeeda23d55f2c847c4fb0,pending,603fdf31a36c060015655272,617fb7e7537625528cf4f721,15,"[{""graded"":false,""_id"":{""$oid"":""618aeeda23d55f2c847c4fb1""},""questionId"":{""$oid"":""61807f701a5eec0016682dbe""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618aeeda23d55f2c847c4fb2""},""questionId"":{""$oid"":""61807f951a5eec0016682dc0""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618aeeda23d55f2c847c4fb3""},""questionId"":{""$oid"":""61807f9d1a5eec0016682dc2""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618aeeda23d55f2c847c4fb4""},""questionId"":{""$oid"":""6181455cab161872687061a7""},""optionSelected"":1,""correctOption"":3,""markWeight"":30}]",0,0,0,4,0,You can do better.,120,2021-11-09T21:57:46.405Z,2021-11-09T21:57:46.405Z,0
618aefbf23d55f2c847c5092,pending,603fdf31a36c060015655272,617fb7e7537625528cf4f721,15,"[{""graded"":false,""_id"":{""$oid"":""618aefbf23d55f2c847c5093""},""questionId"":{""$oid"":""61807f701a5eec0016682dbe""},""optionSelected"":0,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618aefbf23d55f2c847c5094""},""questionId"":{""$oid"":""61807f951a5eec0016682dc0""},""optionSelected"":0,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618aefbf23d55f2c847c5095""},""questionId"":{""$oid"":""61807f9d1a5eec0016682dc2""},""optionSelected"":0,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618aefbf23d55f2c847c5096""},""questionId"":{""$oid"":""6181455cab161872687061a7""},""optionSelected"":0,""correctOption"":3,""markWeight"":30}]",0,0,4,0,0,You can do better.,120,2021-11-09T22:01:35.089Z,2021-11-09T22:01:35.089Z,0
618af0be23d55f2c847c513a,pending,603fdf31a36c060015655272,617fb7e7537625528cf4f721,15,"[{""graded"":false,""_id"":{""$oid"":""618af0be23d55f2c847c513b""},""questionId"":{""$oid"":""61807f701a5eec0016682dbe""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618af0be23d55f2c847c513c""},""questionId"":{""$oid"":""61807f951a5eec0016682dc0""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618af0be23d55f2c847c513d""},""questionId"":{""$oid"":""61807f9d1a5eec0016682dc2""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618af0be23d55f2c847c513e""},""questionId"":{""$oid"":""6181455cab161872687061a7""},""optionSelected"":1,""correctOption"":3,""markWeight"":30}]",0,0,0,4,0,You can do better.,120,2021-11-09T22:05:50.302Z,2021-11-09T22:05:50.302Z,0
618b7d82e00301478c1be373,pending,603fdf31a36c060015655272,617fb7e7537625528cf4f721,15,"[{""graded"":false,""_id"":{""$oid"":""618b7d82e00301478c1be374""},""questionId"":{""$oid"":""61807f701a5eec0016682dbe""},""optionSelected"":0,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618b7d82e00301478c1be375""},""questionId"":{""$oid"":""61807f951a5eec0016682dc0""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618b7d82e00301478c1be376""},""questionId"":{""$oid"":""61807f9d1a5eec0016682dc2""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618b7d82e00301478c1be377""},""questionId"":{""$oid"":""6181455cab161872687061a7""},""optionSelected"":1,""correctOption"":3,""markWeight"":30}]",0,0,1,3,0,You can do better.,120,2021-11-10T08:06:26.737Z,2021-11-10T08:06:26.737Z,0
618b8063e00301478c1be41f,pending,603fdf31a36c060015655272,617fb7e7537625528cf4f721,15,"[{""graded"":false,""_id"":{""$oid"":""618b8063e00301478c1be420""},""questionId"":{""$oid"":""61807f701a5eec0016682dbe""},""optionSelected"":0,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618b8063e00301478c1be421""},""questionId"":{""$oid"":""61807f951a5eec0016682dc0""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618b8063e00301478c1be422""},""questionId"":{""$oid"":""61807f9d1a5eec0016682dc2""},""optionSelected"":0,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618b8063e00301478c1be423""},""questionId"":{""$oid"":""6181455cab161872687061a7""},""optionSelected"":0,""correctOption"":3,""markWeight"":30}]",0,0,3,1,0,You can do better.,120,2021-11-10T08:18:43.045Z,2021-11-10T08:18:43.045Z,0
618b820fe00301478c1be47b,pending,603fdf31a36c060015655272,617fb7e7537625528cf4f721,15,"[{""graded"":false,""_id"":{""$oid"":""618b820fe00301478c1be47c""},""questionId"":{""$oid"":""61807f701a5eec0016682dbe""},""optionSelected"":0,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618b820fe00301478c1be47d""},""questionId"":{""$oid"":""61807f951a5eec0016682dc0""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618b820fe00301478c1be47e""},""questionId"":{""$oid"":""61807f9d1a5eec0016682dc2""},""optionSelected"":1,""correctOption"":3,""markWeight"":30},{""graded"":false,""_id"":{""$oid"":""618b820fe00301478c1be47f""},""questionId"":{""$oid"":""6181455cab161872687061a7""},""optionSelected"":0,""correctOption"":3,""markWeight"":30}]",0,0,2,2,0,You can do better.,120,2021-11-10T08:25:51.882Z,2021-11-10T08:25:51.882Z,0
618b88fee00301478c1be629,pending,603fdf31a36c060015655272,618b7ff17f90a00016ddf75a,15,"[{""graded"":false,""_id"":{""$oid"":""618b88fee00301478c1be62a""},""questionId"":{""$oid"":""618b7ff67f90a00016ddf762""},""optionSelected"":2,""correctOption"":1,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b88fee00301478c1be62b""},""questionId"":{""$oid"":""618b80257f90a00016ddf773""},""optionSelected"":0,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b88fee00301478c1be62c""},""questionId"":{""$oid"":""618b80537f90a00016ddf782""},""optionSelected"":1,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b88fee00301478c1be62d""},""questionId"":{""$oid"":""618b80b57f90a00016ddf78d""},""optionSelected"":2,""correctOption"":1,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b88fee00301478c1be62e""},""questionId"":{""$oid"":""618b80f47f90a00016ddf790""},""optionSelected"":1,""correctOption"":3,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b88fee00301478c1be62f""},""questionId"":{""$oid"":""618b813c7f90a00016ddf7bc""},""optionSelected"":0,""correctOption"":1,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b88fee00301478c1be630""},""questionId"":{""$oid"":""618b816c7f90a00016ddf7d2""},""optionSelected"":1,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b88fee00301478c1be631""},""questionId"":{""$oid"":""618b818f7f90a00016ddf7e6""},""optionSelected"":1,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b88fee00301478c1be632""},""questionId"":{""$oid"":""618b81b67f90a00016ddf811""},""optionSelected"":2,""correctOption"":1,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b88fee00301478c1be633""},""questionId"":{""$oid"":""618b828d7f90a00016ddf867""},""optionSelected"":0,""correctOption"":0,""markWeight"":1}]",0,0,3,7,0,You can do better.,10,2021-11-10T08:55:26.866Z,2021-11-10T08:55:26.866Z,0
618b8c79e00301478c1be6ca,pending,603fdf31a36c060015655272,618521e80640370016d8dde9,15,"[{""graded"":false,""_id"":{""$oid"":""618b8c79e00301478c1be6cb""},""questionId"":{""$oid"":""618521ec0640370016d8ddf1""},""optionSelected"":null,""markWeight"":1,""answer"":""Coming soon""},{""graded"":false,""_id"":{""$oid"":""618b8c79e00301478c1be6cc""},""questionId"":{""$oid"":""618521fb0640370016d8ddfb""},""optionSelected"":null,""markWeight"":1,""answer"":""Coming soon2""},{""graded"":false,""_id"":{""$oid"":""618b8c79e00301478c1be6cd""},""questionId"":{""$oid"":""618522120640370016d8ddfe""},""optionSelected"":null,""markWeight"":1,""answer"":""Coming soon3""},{""graded"":false,""_id"":{""$oid"":""618b8c79e00301478c1be6ce""},""questionId"":{""$oid"":""618522230640370016d8de01""},""optionSelected"":null,""markWeight"":1,""answer"":""Coming soon4""}]",0,0,4,0,0,You can do better.,4,2021-11-10T09:10:17.125Z,2021-11-10T09:10:17.125Z,0
618b94cb9aa8f4544490f060,pending,603fdf31a36c060015655272,618b7ff17f90a00016ddf75a,15,"[{""graded"":false,""_id"":{""$oid"":""618b94cb9aa8f4544490f061""},""questionId"":{""$oid"":""618b7ff67f90a00016ddf762""},""optionSelected"":1,""correctOption"":1,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b94cb9aa8f4544490f062""},""questionId"":{""$oid"":""618b80257f90a00016ddf773""},""optionSelected"":0,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b94cb9aa8f4544490f063""},""questionId"":{""$oid"":""618b80537f90a00016ddf782""},""optionSelected"":1,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b94cb9aa8f4544490f064""},""questionId"":{""$oid"":""618b80b57f90a00016ddf78d""},""optionSelected"":2,""correctOption"":1,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b94cb9aa8f4544490f065""},""questionId"":{""$oid"":""618b80f47f90a00016ddf790""},""optionSelected"":1,""correctOption"":3,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b94cb9aa8f4544490f066""},""questionId"":{""$oid"":""618b813c7f90a00016ddf7bc""},""optionSelected"":0,""correctOption"":1,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b94cb9aa8f4544490f067""},""questionId"":{""$oid"":""618b816c7f90a00016ddf7d2""},""optionSelected"":1,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b94cb9aa8f4544490f068""},""questionId"":{""$oid"":""618b818f7f90a00016ddf7e6""},""optionSelected"":2,""correctOption"":0,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b94cb9aa8f4544490f069""},""questionId"":{""$oid"":""618b81b67f90a00016ddf811""},""optionSelected"":2,""correctOption"":1,""markWeight"":1},{""graded"":false,""_id"":{""$oid"":""618b94cb9aa8f4544490f06a""},""questionId"":{""$oid"":""618b828d7f90a00016ddf867""},""optionSelected"":1,""correctOption"":0,""markWeight"":1}]",1,1,2,7,0.1,You can do better.,10,2021-11-10T09:45:47.249Z,2021-11-10T09:45:47.249Z,0
